epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,982.031,1.00268,2.18896,1.01132,0.35464,0.20648,0.18363,0.14535,1.07745,2.64856,1.05696,8.6502e-05,8.6502e-05,8.6502e-05
47,1003.08,0.95837,2.12275,1.00151,0.48208,0.16473,0.18695,0.15069,1.0961,2.67857,1.0637,8.49576e-05,8.49576e-05,8.49576e-05
48,1024.01,0.98763,2.15219,1.0144,0.39793,0.21429,0.18557,0.15519,1.08176,2.72386,1.05921,8.34132e-05,8.34132e-05,8.34132e-05
49,1045.32,0.96985,2.10811,1.02095,0.35787,0.20037,0.20313,0.16798,1.08988,2.68199,1.06545,8.18688e-05,8.18688e-05,8.18688e-05
50,1066.21,0.94469,2.08131,1.00175,0.38491,0.20167,0.18898,0.15499,1.08962,2.69511,1.07524,8.03244e-05,8.03244e-05,8.03244e-05
51,1087.1,0.97086,2.0925,1.01454,0.28708,0.22785,0.20569,0.17674,1.08628,2.71363,1.07613,7.878e-05,7.878e-05,7.878e-05
52,1108.07,0.94445,2.06276,0.99816,0.41058,0.15704,0.16874,0.13887,1.05464,2.71896,1.04761,7.72356e-05,7.72356e-05,7.72356e-05
53,1128.99,0.93019,1.99527,0.98524,0.39052,0.2105,0.2109,0.18029,1.07347,2.72924,1.05328,7.56912e-05,7.56912e-05,7.56912e-05
54,1149.74,0.95652,2.03007,1.00647,0.34006,0.20797,0.18418,0.15575,1.08355,2.76761,1.06346,7.41468e-05,7.41468e-05,7.41468e-05
55,1170.98,0.95054,2.02104,0.9947,0.58044,0.15439,0.19504,0.16427,1.06158,2.73256,1.05649,7.26024e-05,7.26024e-05,7.26024e-05
56,1192.01,0.96451,1.99313,1.00577,0.35641,0.20596,0.1892,0.15923,1.07274,2.6947,1.0636,7.1058e-05,7.1058e-05,7.1058e-05
57,1212.82,0.94274,1.92569,1.00005,0.48558,0.14998,0.17857,0.14976,1.06425,2.72479,1.05697,6.95136e-05,6.95136e-05,6.95136e-05
58,1234.11,0.91053,1.8867,0.98675,0.38971,0.16766,0.17096,0.13874,1.05746,2.75589,1.04841,6.79692e-05,6.79692e-05,6.79692e-05
59,1255.32,0.93503,1.90678,0.98554,0.42748,0.19002,0.18872,0.15421,1.08244,2.73455,1.07578,6.64248e-05,6.64248e-05,6.64248e-05
60,1276.24,0.91393,1.88423,0.98724,0.36587,0.18451,0.1784,0.14788,1.0675,2.71597,1.05403,6.48804e-05,6.48804e-05,6.48804e-05
61,1297.59,0.94087,1.91819,0.99587,0.36547,0.18757,0.20555,0.16757,1.07476,2.72949,1.06489,6.3336e-05,6.3336e-05,6.3336e-05
62,1319.02,0.93133,1.8704,0.98282,0.42554,0.17709,0.18068,0.1483,1.06275,2.70268,1.07011,6.17916e-05,6.17916e-05,6.17916e-05
63,1339.49,0.90819,1.8574,0.98674,0.40345,0.18162,0.17573,0.1466,1.05522,2.72158,1.04982,6.02472e-05,6.02472e-05,6.02472e-05
64,1360.5,0.90456,1.82624,0.98048,0.35609,0.18037,0.20395,0.17204,1.05745,2.71405,1.0566,5.87028e-05,5.87028e-05,5.87028e-05
65,1381.61,0.93313,1.8505,0.99424,0.44414,0.17359,0.19283,0.15911,1.07813,2.74065,1.06275,5.71584e-05,5.71584e-05,5.71584e-05
66,1402.62,0.91203,1.7942,0.98186,0.46452,0.16738,0.20081,0.1654,1.07393,2.73228,1.06114,5.5614e-05,5.5614e-05,5.5614e-05
67,1423.97,0.91764,1.80654,0.98961,0.44777,0.17225,0.18356,0.14756,1.0821,2.75638,1.05909,5.40696e-05,5.40696e-05,5.40696e-05
68,1445.83,0.90827,1.76741,0.98945,0.30135,0.22378,0.18645,0.15336,1.0695,2.74313,1.0625,5.25252e-05,5.25252e-05,5.25252e-05
69,1467.02,0.90877,1.75054,0.98333,0.37175,0.21244,0.187,0.1547,1.05724,2.74596,1.04474,5.09808e-05,5.09808e-05,5.09808e-05
70,1488.21,0.9162,1.77922,0.9898,0.21601,0.22682,0.17879,0.14987,1.07238,2.74875,1.0516,4.94364e-05,4.94364e-05,4.94364e-05
71,1509.12,0.90716,1.77217,0.98252,0.24704,0.22337,0.19433,0.15976,1.07279,2.76619,1.06573,4.7892e-05,4.7892e-05,4.7892e-05
72,1530.07,0.88611,1.7393,0.97919,0.26519,0.2495,0.17112,0.1399,1.06644,2.72328,1.06573,4.63476e-05,4.63476e-05,4.63476e-05
73,1550.92,0.91904,1.76736,0.98283,0.29037,0.20597,0.18449,0.14953,1.08135,2.77434,1.06308,4.48032e-05,4.48032e-05,4.48032e-05
74,1571.88,0.91623,1.72278,0.97903,0.23426,0.26474,0.19218,0.15758,1.07854,2.76309,1.06055,4.32588e-05,4.32588e-05,4.32588e-05
75,1592.89,0.90614,1.73877,0.98601,0.23974,0.20685,0.18232,0.14989,1.07938,2.74861,1.05819,4.17144e-05,4.17144e-05,4.17144e-05
76,1613.97,0.90767,1.71441,0.97159,0.36166,0.18502,0.17903,0.14992,1.08767,2.7667,1.06594,4.017e-05,4.017e-05,4.017e-05
77,1636.31,0.89316,1.69859,0.97185,0.32651,0.18557,0.18871,0.15704,1.07494,2.75684,1.05271,3.86256e-05,3.86256e-05,3.86256e-05
78,1658.47,0.87279,1.67268,0.97495,0.56322,0.15162,0.1826,0.15354,1.06044,2.74875,1.05103,3.70812e-05,3.70812e-05,3.70812e-05
79,1680.01,0.88463,1.68636,0.97755,0.31192,0.22459,0.18711,0.15323,1.06023,2.72751,1.05478,3.55368e-05,3.55368e-05,3.55368e-05
80,1700.72,0.88637,1.69427,0.97152,0.30337,0.22672,0.1931,0.15537,1.07626,2.737,1.05886,3.39924e-05,3.39924e-05,3.39924e-05
81,1721.28,0.86731,1.64291,0.97154,0.29688,0.23371,0.18945,0.15361,1.07719,2.76959,1.05748,3.2448e-05,3.2448e-05,3.2448e-05
82,1741.93,0.91229,1.67142,0.98199,0.30815,0.20637,0.18,0.14614,1.0667,2.78013,1.05547,3.09036e-05,3.09036e-05,3.09036e-05
83,1763.15,0.8656,1.60104,0.96197,0.25959,0.24125,0.17382,0.14017,1.05972,2.77398,1.0486,2.93592e-05,2.93592e-05,2.93592e-05
84,1784.35,0.88428,1.63388,0.97423,0.27976,0.24464,0.18175,0.14877,1.06649,2.79495,1.04971,2.78148e-05,2.78148e-05,2.78148e-05
85,1805.06,0.87373,1.63553,0.96374,0.25737,0.22969,0.18123,0.14889,1.07835,2.75956,1.05788,2.62704e-05,2.62704e-05,2.62704e-05
86,1825.81,0.86806,1.65129,0.97201,0.23617,0.26019,0.18073,0.14682,1.0677,2.74876,1.05624,2.4726e-05,2.4726e-05,2.4726e-05
87,1846.31,0.88454,1.61381,0.97843,0.24482,0.22876,0.18238,0.14917,1.05767,2.77547,1.04978,2.31816e-05,2.31816e-05,2.31816e-05
88,1867.29,0.85737,1.60736,0.95748,0.22915,0.24076,0.17638,0.1421,1.05932,2.76225,1.04888,2.16372e-05,2.16372e-05,2.16372e-05
89,1887.68,0.89294,1.64432,0.97841,0.28814,0.23737,0.17265,0.13977,1.05353,2.76366,1.04685,2.00928e-05,2.00928e-05,2.00928e-05
90,1908.11,0.85393,1.59439,0.96485,0.3222,0.27433,0.20107,0.16935,1.06053,2.76308,1.05538,1.85484e-05,1.85484e-05,1.85484e-05
91,1929.54,0.81431,1.77064,0.92611,0.29724,0.19537,0.1713,0.14381,1.0866,2.90538,1.06069,1.7004e-05,1.7004e-05,1.7004e-05
92,1949.89,0.79139,1.68496,0.90694,0.21383,0.25384,0.17452,0.14567,1.06256,2.85729,1.04773,1.54596e-05,1.54596e-05,1.54596e-05
93,1970.05,0.79342,1.67942,0.91736,0.23665,0.2268,0.17899,0.14828,1.06262,2.84697,1.0476,1.39152e-05,1.39152e-05,1.39152e-05
94,1990.46,0.78702,1.64866,0.91668,0.23206,0.25242,0.1852,0.15394,1.05232,2.82597,1.04448,1.23708e-05,1.23708e-05,1.23708e-05
95,2011.22,0.78454,1.61874,0.91553,0.27912,0.21321,0.18239,0.15136,1.05349,2.83461,1.0432,1.08264e-05,1.08264e-05,1.08264e-05
96,2032.23,0.77056,1.61202,0.91833,0.23629,0.23794,0.18799,0.15449,1.05957,2.83355,1.0438,9.282e-06,9.282e-06,9.282e-06
97,2053.25,0.78593,1.62533,0.91231,0.21644,0.26722,0.19022,0.15714,1.05748,2.82813,1.04445,7.7376e-06,7.7376e-06,7.7376e-06
98,2073.88,0.77859,1.6029,0.91631,0.22855,0.25823,0.18546,0.15409,1.05391,2.82405,1.04577,6.1932e-06,6.1932e-06,6.1932e-06
99,2094.49,0.77961,1.61178,0.91524,0.23208,0.25452,0.1891,0.15705,1.05386,2.82538,1.04218,4.6488e-06,4.6488e-06,4.6488e-06
100,2115.44,0.78013,1.60462,0.91125,0.23415,0.21009,0.18213,0.1506,1.05407,2.81854,1.04378,3.1044e-06,3.1044e-06,3.1044e-06
