epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,6858.87,0.7624,0.9566,0.94113,0.45073,0.16578,0.19832,0.16669,0.99782,2.96356,1.07336,0.000101637,0.000101637,0.000101637
178,6897.44,0.74289,0.93731,0.94619,0.32681,0.20735,0.18821,0.15654,1.01406,2.92606,1.08846,0.000101328,0.000101328,0.000101328
179,6936.28,0.74845,0.94549,0.93981,0.36655,0.182,0.21246,0.17889,1.00552,2.91477,1.08023,0.000101019,0.000101019,0.000101019
180,6975.16,0.75031,0.94805,0.94034,0.4216,0.15663,0.18844,0.15261,1.01347,2.98062,1.08132,0.00010071,0.00010071,0.00010071
181,7013.71,0.75854,0.93684,0.95505,0.41442,0.16933,0.19311,0.1622,0.99062,2.93948,1.07874,0.000100402,0.000100402,0.000100402
182,7052.17,0.75123,0.945,0.95795,0.49538,0.16084,0.20461,0.17183,1.01636,3.00561,1.09665,0.000100093,0.000100093,0.000100093
183,7092.06,0.75581,0.93688,0.94327,0.49762,0.16496,0.18149,0.15155,1.00928,2.99381,1.09129,9.97838e-05,9.97838e-05,9.97838e-05
184,7131.15,0.74489,0.93951,0.95289,0.37808,0.17579,0.19505,0.16365,1.00761,2.97033,1.0847,9.9475e-05,9.9475e-05,9.9475e-05
185,7170.18,0.76059,0.94911,0.94593,0.31122,0.20076,0.18385,0.15267,1.01729,2.99477,1.08828,9.91661e-05,9.91661e-05,9.91661e-05
186,7208.62,0.75921,0.93087,0.94888,0.30234,0.18128,0.18504,0.15472,0.99099,3.07285,1.06744,9.88572e-05,9.88572e-05,9.88572e-05
187,7248.38,0.72569,0.87748,0.93118,0.39823,0.18562,0.19098,0.15964,1.00686,2.97117,1.08817,9.85483e-05,9.85483e-05,9.85483e-05
188,7288.07,0.74155,0.90147,0.93463,0.28935,0.21921,0.20478,0.17331,1.00704,2.94092,1.09816,9.82394e-05,9.82394e-05,9.82394e-05
189,7325.89,0.75001,0.91246,0.93997,0.36183,0.18254,0.18762,0.15607,1.00229,2.95529,1.08685,9.79306e-05,9.79306e-05,9.79306e-05
190,7362.95,0.7479,0.93213,0.94115,0.42265,0.16664,0.20022,0.16931,0.99711,2.97876,1.08598,9.76217e-05,9.76217e-05,9.76217e-05
191,7400.91,0.73896,0.90157,0.9382,0.47754,0.16647,0.2015,0.16927,0.98082,2.83273,1.07994,9.73128e-05,9.73128e-05,9.73128e-05
